UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,11,2024,57,3964425,1958606,2005819,1548866,1540997,238776,273789,22817,22906,115518,132382,4657,4574,27972,31171,1572435,1566948,247080,284403,35719,37215,125957,143574,7920,8234,1626947,1678899,1250938,1249158,225200,258313,13000,14094,112579,129410,3531,3516,21699,24408,1268979,1269229,230851,265836,22641,25037,121633,139026,6294,6592,331659,326920,297928,291839,13576,15476,9817,8812,2939,2972,1126,1058,6273,6763,303456,297719,16229,18567,13078,12178,4324,4548,1626,1642
R,11,2024,58,3986087,1963419,2022668,1553307,1557272,241846,278216,22720,22791,113530,129291,4616,4649,27400,30449,1576110,1582542,250096,288447,35644,37126,123546,140099,7985,8234,1639830,1703055,1262634,1271804,228461,263261,13128,14261,110687,126309,3546,3613,21374,23807,1280149,1291324,234073,270499,22989,25224,119330,135594,6400,6605,323589,319613,290673,285468,13385,14955,9592,8530,2843,2982,1070,1036,6026,6642,295961,291218,16023,17948,12655,11902,4216,4505,1585,1629
R,11,2024,59,4118141,2021888,2096253,1603843,1618644,248106,287269,23478,23599,114181,130950,4674,4654,27606,31137,1626892,1644446,256187,297478,36794,38499,124151,141921,8044,8359,1701422,1779122,1316221,1335679,234717,272195,13923,15049,111355,127944,3651,3669,21555,24586,1333962,1355779,240261,279489,24035,26650,120003,137411,6482,6787,320466,317131,287622,282965,13389,15074,9555,8550,2826,3006,1023,985,6051,6551,292930,288667,15926,17989,12759,11849,4148,4510,1562,1572
R,11,2024,60,4249341,2076817,2172524,1658811,1691035,248932,290502,23376,23995,113584,131156,4498,4673,27616,31163,1681800,1716790,256732,300362,37087,39562,123485,141941,7899,8351,1770873,1862607,1384089,1414081,236258,275907,14206,15655,110908,128365,3532,3698,21880,24901,1402085,1434401,241665,282987,24864,28062,119527,137729,6389,6820,305944,309917,274722,276954,12674,14595,9170,8340,2676,2791,966,975,5736,6262,279715,282389,15067,17375,12223,11500,3958,4212,1510,1531
R,11,2024,61,4255645,2077331,2178314,1663659,1702651,243689,283719,23000,23506,115338,132909,4261,4562,27384,30967,1686522,1728210,251270,293383,36794,39006,125077,143540,7543,8270,1784806,1879797,1401149,1436148,231439,269757,14299,15365,112744,130137,3340,3612,21835,24778,1419190,1456332,236699,276728,25134,27759,121264,139330,6127,6742,292525,298517,262510,266503,12250,13962,8701,8141,2594,2772,921,950,5549,6189,267332,271878,14571,16655,11660,11247,3813,4210,1416,1528
R,11,2024,62,4251416,2068337,2183079,1665492,1717618,239130,281149,22379,23410,110091,125906,4340,4529,26905,30467,1688038,1742643,246380,290683,35832,39045,119720,136247,7673,8142,1787886,1895241,1413385,1460405,227594,268081,14062,15403,107638,123238,3470,3617,21737,24497,1431411,1480300,232631,274951,24836,27980,116105,132203,6340,6641,280451,287838,252107,257213,11536,13068,8317,8007,2453,2668,870,912,5168,5970,256627,262343,13749,15732,10996,11065,3615,4044,1333,1501
R,11,2024,63,4230901,2052364,2178537,1668275,1727598,231604,275715,21734,23239,100159,117992,4096,4206,26496,29787,1690405,1752038,238640,284935,35329,38850,109592,127941,7301,7758,1789565,1906192,1432169,1484171,220719,263281,14006,15789,97894,115469,3319,3376,21458,24106,1449888,1503722,225679,269991,24929,28485,106167,124109,6059,6373,262799,272345,236106,243427,10885,12434,7728,7450,2265,2523,777,830,5038,5681,240517,248316,12961,14944,10400,10365,3425,3832,1242,1385
R,11,2024,64,4201259,2032559,2168700,1644843,1713076,232654,276383,21388,23036,103406,122941,4124,4221,26144,29043,1666777,1736859,239559,285292,34899,38299,112569,132667,7237,7662,1775069,1900444,1413519,1472973,222067,264256,13741,15765,101116,120411,3333,3427,21293,23612,1431202,1492075,226963,270798,24659,28211,109220,128865,5963,6361,257490,268256,231324,240103,10587,12127,7647,7271,2290,2530,791,794,4851,5431,235575,244784,12596,14494,10240,10088,3349,3802,1274,1301
R,11,2024,65,4080229,1966331,2113898,1599559,1677632,221342,266876,20199,21718,96645,116074,3851,3897,24735,27701,1620243,1700422,227666,275285,33087,36620,105485,125086,6787,7082,1731824,1865730,1388836,1455819,211618,255409,13328,14931,94574,113760,3145,3194,20323,22617,1405712,1474207,216132,261593,23850,27178,102389,121640,5645,5905,234507,248168,210723,221813,9724,11467,6871,6787,2071,2314,706,703,4412,5084,214531,226215,11534,13692,9237,9442,3096,3446,1142,1177
R,11,2024,66,4006277,1921204,2085073,1567728,1660013,211567,257671,18689,20836,96189,116394,3604,3794,23427,26365,1587237,1681603,217647,265602,31182,35181,104304,124979,6294,6755,1704601,1850422,1373502,1450008,202188,246778,12474,14567,94243,114265,2945,3133,19249,21671,1389389,1467583,206516,252644,22760,26453,101429,121756,5241,5687,216603,234651,194226,210005,9379,10893,6215,6269,1946,2129,659,661,4178,4694,197848,214020,11131,12958,8422,8728,2875,3223,1053,1068
R,11,2024,67,3960640,1890905,2069735,1548633,1654659,203563,252300,18606,20293,93775,113189,3428,3656,22900,25638,1567688,1675718,209502,259972,30957,34699,101594,121118,6100,6565,1682548,1842363,1361547,1450844,194820,241863,12383,14345,91971,111262,2839,2988,18988,21061,1377201,1467951,199144,247512,22619,26341,98974,118161,5139,5465,208357,227372,187086,203815,8743,10437,6223,5948,1804,1927,589,668,3912,4577,190487,207767,10358,12460,8338,8358,2620,2957,961,1100
R,11,2024,68,3804976,1805912,1999064,1482423,1597425,191029,242479,17415,19476,90299,111440,3238,3476,21508,24768,1500397,1617787,196565,249838,29136,33497,97515,119110,5720,6266,1612088,1784094,1308554,1405020,182764,232534,11675,13809,88582,109391,2663,2932,17850,20408,1323343,1421616,186742,237948,21421,25539,95018,116080,4811,5321,193824,214970,173869,192405,8265,9945,5740,5667,1717,2049,575,544,3658,4360,177054,196171,9823,11890,7715,7958,2497,3030,909,945
R,11,2024,69,3671515,1733713,1937802,1427982,1554698,178186,228413,16506,18340,87559,109779,3048,3397,20432,23175,1444967,1573593,183404,235374,27736,31366,94383,117019,5425,6022,1550314,1731308,1263122,1369235,170410,219164,11209,13093,85944,107913,2554,2811,17075,19092,1277188,1384595,174184,224293,20629,23985,92060,114260,4619,5069,183399,206494,164860,185463,7776,9249,5297,5247,1615,1866,494,586,3357,4083,167779,188998,9220,11081,7107,7381,2323,2759,806,953
R,11,2024,70,3552210,1668419,1883791,1381035,1518353,167100,218220,15265,17329,83223,104706,2826,3189,18970,21994,1396834,1536291,171906,224698,25878,29849,89482,111426,4968,5735,1500331,1690547,1229440,1344292,160020,209782,10649,12618,81818,102958,2370,2643,16034,18254,1242679,1358974,163572,214587,19694,23180,87423,108885,4254,4855,168088,193244,151595,174061,7080,8438,4616,4711,1405,1748,456,546,2936,3740,154155,177317,8334,10111,6184,6669,2059,2541,714,880
R,11,2024,71,3367272,1571841,1795431,1308814,1456082,151557,202405,14085,15953,77173,97591,2589,2849,17623,20551,1323553,1472900,155843,208360,24136,27764,82871,103899,4586,5215,1419646,1616875,1171629,1295050,145064,194568,9888,11679,75912,96071,2196,2379,14957,17128,1184080,1308888,148199,199000,18488,21684,81041,101645,3954,4456,152195,178556,137185,161032,6493,7837,4197,4274,1261,1520,393,470,2666,3423,139473,164012,7644,9360,5648,6080,1830,2254,632,759
R,11,2024,72,3254597,1512028,1742569,1264279,1416533,140911,192921,12990,15128,75190,96198,2493,2776,16165,19013,1277732,1432136,144900,198374,22191,26290,80406,101844,4387,4980,1371078,1574823,1137006,1265031,134988,185567,9237,11175,73961,94732,2144,2330,13742,15988,1148344,1277997,137940,189708,17149,20735,78658,99692,3806,4233,140950,167746,127273,151502,5923,7354,3753,3953,1229,1466,349,446,2423,3025,129388,154139,6960,8666,5042,5555,1748,2152,581,747
R,11,2024,73,3064485,1414990,1649495,1188139,1343994,130703,183271,12107,14090,66719,87923,2163,2491,15159,17726,1200710,1358553,134392,188408,21018,24700,71463,92936,3945,4502,1283612,1492844,1069023,1202569,125350,176358,8759,10415,65641,86547,1864,2094,12975,14861,1079703,1214600,128136,180239,16439,19523,69920,90953,3446,3849,131378,156651,119116,141425,5353,6913,3348,3675,1078,1376,299,397,2184,2865,121007,143953,6256,8169,4579,5177,1543,1983,499,653
R,11,2024,74,2882172,1321578,1560594,1101163,1264000,124374,174197,11594,13387,67806,89756,2162,2354,14479,16900,1113227,1277725,127956,179191,20058,23290,72310,94834,3842,4326,1198804,1409740,990096,1127698,119237,167529,8467,9893,66778,88417,1832,2016,12394,14187,1000350,1139092,121927,171294,15787,18388,70832,92856,3344,3720,122774,150854,111067,136302,5137,6668,3127,3494,1028,1339,330,338,2085,2713,112877,138633,6029,7897,4271,4902,1478,1978,498,606
R,11,2024,75,2771221,1266246,1504975,1062987,1228447,112811,161933,10842,12452,64183,83914,2073,2358,13350,15871,1074101,1241414,115999,166553,18822,21925,68253,88424,3651,4178,1153741,1366117,960948,1102595,108274,155913,7989,9361,63262,82752,1774,2012,11494,13484,970460,1113499,110702,159458,14951,17620,66905,86731,3164,3622,112505,138858,102039,125852,4537,6020,2853,3091,921,1162,299,346,1856,2387,103641,127915,5297,7095,3871,4305,1348,1693,487,556
R,11,2024,76,2681277,1221292,1459985,1031937,1201122,104639,151948,10046,11798,60339,77839,1879,2223,12452,15055,1042277,1213551,107683,156191,17494,20835,64095,82114,3320,3920,1117358,1329519,937663,1082799,100396,146453,7504,8921,59482,76715,1612,1916,10701,12715,946482,1093184,102730,149671,13997,16760,62836,80459,2895,3400,103934,130466,94274,118323,4243,5495,2542,2877,857,1124,267,307,1751,2340,95795,120367,4953,6520,3497,4075,1259,1655,425,520
R,11,2024,77,2757916,1258747,1499169,1081097,1257855,97457,141215,9920,11190,56021,71985,1772,1978,12480,14946,1091599,1270316,100395,145372,17665,20405,59522,76024,3200,3602,1159997,1374349,991259,1144241,93668,136052,7428,8576,55240,70937,1530,1706,10872,12837,1000363,1154844,95944,139291,14298,16666,58366,74532,2812,3165,98750,124820,89838,113614,3789,5163,2492,2614,781,1048,242,272,1608,2109,91236,115472,4451,6081,3367,3739,1156,1492,388,437
R,11,2024,78,2191388,991060,1200328,846157,999462,76661,114731,7996,9317,48553,62772,1560,1685,10133,12361,854714,1009702,79020,118101,14093,16619,51500,66360,2784,3141,906987,1090820,769652,899926,73343,110034,5946,7102,47923,61843,1361,1456,8762,10459,777020,908502,75137,112590,11329,13412,50555,65012,2442,2757,84073,109508,76505,99536,3318,4697,2050,2215,630,929,199,229,1371,1902,77694,101200,3883,5511,2764,3207,945,1348,342,384
R,11,2024,79,1828963,811176,1017787,686926,841346,65926,101829,6706,8163,41814,54303,1332,1540,8472,10606,694000,850119,67932,104734,11714,14421,44369,57388,2418,2796,737909,919734,620152,752027,63098,97758,4996,6153,41225,53507,1151,1327,7287,8962,626188,759372,64613,99942,9374,11547,43507,56225,2118,2435,73267,98053,66774,89319,2828,4071,1710,2010,589,796,181,213,1185,1644,67812,90747,3319,4792,2340,2874,862,1163,300,361
R,11,2024,80,1746192,768251,977941,653999,813127,59994,94757,6183,7515,38930,50930,1149,1400,7996,10212,660728,821577,61840,97640,10971,13586,41284,53824,2160,2642,703273,888182,594709,731235,57418,91173,4697,5696,38461,50172,1008,1209,6980,8697,600549,738371,58845,93377,8964,10998,40582,52719,1915,2321,64978,89759,59290,81892,2576,3584,1486,1819,469,758,141,191,1016,1515,60179,83206,2995,4263,2007,2588,702,1105,245,321
R,11,2024,81,1733930,755615,978315,651135,825224,55530,90143,5638,7146,34941,44927,1052,1193,7319,9682,657352,833309,57139,92761,10145,13009,36961,47557,1992,2337,696434,894106,596979,748348,53233,86744,4373,5459,34483,44285,933,1034,6433,8236,602435,755188,54483,88707,8423,10587,36290,46594,1779,2060,59181,84209,54156,76876,2297,3399,1265,1687,458,642,119,159,886,1446,54917,78121,2656,4054,1722,2422,671,963,213,277
R,11,2024,82,1512913,651329,861584,557600,721992,48534,80513,5032,6321,32709,43253,872,1120,6582,8385,563119,728966,50054,82801,9074,11428,34582,45544,1645,2063,599290,785755,509998,652626,46492,77471,3933,4836,32335,42666,758,952,5774,7204,514826,658577,47679,79222,7550,9339,34016,44700,1445,1798,52039,75829,47602,69366,2042,3042,1099,1485,374,587,114,168,808,1181,48293,70389,2375,3579,1524,2089,566,844,200,265
R,11,2024,83,1293308,548287,745021,467930,622552,41056,70624,4440,5508,28433,37901,778,945,5650,7491,472685,628789,42320,72636,7859,10073,30104,39980,1460,1787,502567,678478,426086,561548,39287,68023,3468,4282,28098,37375,691,799,4937,6451,430227,566889,40258,69585,6529,8307,29588,39202,1299,1550,45720,66543,41844,61004,1769,2601,972,1226,335,526,87,146,713,1040,42458,61900,2062,3051,1330,1766,516,778,161,237
R,11,2024,84,1146033,477276,668757,404070,555515,36647,64848,3928,5096,26792,35673,736,895,5103,6730,408333,561114,37795,66697,6971,9090,28371,37564,1360,1705,435427,606146,365732,498197,35035,62320,3044,3942,26466,35192,652,744,4498,5751,369483,502938,35934,63735,5758,7433,27897,36871,1217,1463,41849,62611,38338,57318,1612,2528,884,1154,326,481,84,151,605,979,38850,58176,1861,2962,1213,1657,474,693,143,242
R,11,2024,85,1007991,413605,594386,350719,494897,31284,56873,3322,4443,23326,31206,571,830,4383,6137,354428,499990,32291,58520,5900,8089,24643,32960,1113,1577,377208,538723,317403,443915,29833,54622,2589,3432,23058,30784,491,708,3834,5262,320627,448275,30611,55860,4884,6635,24250,32327,984,1359,36397,55663,33316,50982,1451,2251,733,1011,268,422,80,122,549,875,33801,51715,1680,2660,1016,1454,393,633,129,218
R,11,2024,86,916976,370081,546895,314643,457451,27102,50843,3001,4144,20848,28345,554,727,3933,5385,317962,461950,27984,52296,5355,7296,22043,29903,1012,1360,337928,496151,285147,410958,25885,48792,2368,3235,20599,27978,479,601,3450,4587,288048,414767,26566,49899,4474,5993,21674,29343,887,1151,32153,50744,29496,46493,1217,2051,633,909,249,367,75,126,483,798,29914,47183,1418,2397,881,1303,369,560,125,209
R,11,2024,87,789009,312323,476686,264741,397280,22982,44677,2516,3588,18210,25645,463,647,3411,4849,267657,401321,23763,46008,4540,6381,19245,27051,853,1248,284549,432053,239186,356372,21946,42898,1984,2789,18016,25287,401,543,3016,4164,241758,359816,22557,43924,3808,5250,18956,26533,751,1077,27774,44633,25555,40908,1036,1779,532,799,194,358,62,104,395,685,25899,41505,1206,2084,732,1131,289,518,102,171
R,11,2024,88,684328,265460,418868,224661,349305,19509,39293,2174,3121,15771,22415,395,543,2950,4191,227148,352788,20163,40450,3876,5563,16709,23621,758,1027,241498,379639,202601,313239,18571,37753,1741,2430,15611,22131,347,472,2627,3614,204806,316220,19085,38654,3279,4569,16473,23216,677,904,23962,39229,22060,36066,938,1540,433,691,160,284,48,71,323,577,22342,36568,1078,1796,597,994,236,405,81,123
R,11,2024,89,597484,226326,371158,191562,309112,16579,34779,1856,2798,13490,20155,337,475,2502,3839,193655,312288,17146,35797,3296,5014,14272,21304,671,922,205777,336355,172617,277132,15817,33425,1480,2176,13344,19894,303,397,2216,3331,174466,279874,16266,34225,2781,4141,14048,20911,605,791,20549,34803,18945,31980,762,1354,376,622,146,261,34,78,286,508,19189,32414,880,1572,515,873,224,393,66,131
R,11,2024,90,498745,184814,313931,156326,262016,13311,29075,1489,2295,11255,16956,306,403,2127,3186,158147,264676,13792,29940,2682,4126,11940,17921,570,784,168230,285014,140988,235364,12730,27989,1196,1786,11136,16737,269,351,1911,2787,142627,237683,13120,28678,2287,3416,11755,17602,508,691,16584,28917,15338,26652,581,1086,293,509,119,219,37,52,216,399,15520,26993,672,1262,395,710,185,319,62,93
R,11,2024,91,412900,148651,264249,125543,219812,10463,24223,1233,1917,9456,15200,251,339,1705,2758,126975,222099,10842,24957,2188,3497,10029,16019,467,702,135588,240310,113472,197718,9995,23304,999,1527,9369,15030,222,300,1531,2431,114757,199724,10301,23895,1866,2947,9896,15773,417,627,13063,23939,12071,22094,468,919,234,390,87,170,29,39,174,327,12218,22375,541,1062,322,550,133,246,50,75
R,11,2024,92,356945,124544,232401,105216,193747,8646,20842,1012,1685,7991,13392,205,299,1474,2436,106462,195774,8998,21515,1825,3084,8477,14097,397,607,113690,211651,95153,174573,8277,20064,820,1346,7910,13248,184,266,1346,2154,96289,176358,8576,20625,1567,2607,8361,13878,363,539,10854,20750,10063,19174,369,778,192,339,81,144,21,33,128,282,10173,19416,422,890,258,477,116,219,34,68
R,11,2024,93,290116,98354,191762,83783,161343,6202,15973,785,1352,6257,10899,157,226,1170,1969,84776,162986,6470,16514,1420,2482,6663,11473,310,468,89700,175059,75726,145892,5936,15380,631,1068,6208,10785,141,199,1058,1735,76624,147334,6164,15818,1207,2086,6582,11300,277,414,8654,16703,8057,15451,266,593,154,284,49,114,16,27,112,234,8152,15652,306,696,213,396,81,173,33,54
R,11,2024,94,243079,79390,163689,67036,136664,5165,13808,656,1155,5423,10091,139,211,971,1760,67855,138136,5388,14280,1204,2149,5738,10612,271,436,72352,149235,60493,123271,4936,13310,540,923,5383,9991,126,187,874,1553,61233,124562,5117,13688,1038,1819,5671,10461,246,390,7038,14454,6543,13393,229,498,116,232,40,100,13,24,97,207,6622,13574,271,592,166,330,67,151,25,46
R,11,2024,95,183542,57183,126359,48168,105467,3583,10644,500,891,4055,7791,104,179,773,1387,48821,106603,3766,11050,935,1668,4305,8199,207,361,52160,115609,43522,95519,3415,10265,413,725,4024,7706,95,161,691,1233,44108,96527,3565,10598,806,1427,4249,8072,184,324,5023,10750,4646,9948,168,379,87,166,31,85,9,18,82,154,4713,10076,201,452,129,241,56,127,23,37
R,11,2024,96,143595,42854,100741,35978,83875,2659,8396,388,726,3157,6420,64,133,608,1191,36483,84860,2801,8736,736,1407,3356,6766,144,294,39226,92483,32602,76282,2544,8084,323,592,3140,6354,58,118,559,1053,33067,77145,2668,8363,647,1208,3326,6665,129,264,3628,8258,3376,7593,115,312,65,134,17,66,6,15,49,138,3416,7715,133,373,89,199,30,101,15,30
R,11,2024,97,107218,30620,76598,25453,63592,1913,6350,266,572,2479,5068,53,99,456,917,25835,64349,2021,6598,511,1118,2632,5324,117,218,28171,70613,23170,58061,1843,6129,229,474,2464,5026,48,88,417,835,23519,58747,1937,6342,455,979,2604,5261,105,195,2449,5985,2283,5531,70,221,37,98,15,42,5,11,39,82,2316,5602,84,256,56,139,28,63,12,23
R,11,2024,98,77371,21030,56341,17347,46600,1326,4635,206,433,1770,3895,33,87,348,691,17637,47179,1415,4839,394,825,1883,4083,85,174,19380,52127,15817,42708,1275,4479,180,367,1760,3864,30,79,318,630,16082,43235,1350,4655,354,729,1864,4039,75,157,1650,4214,1530,3892,51,156,26,66,10,31,3,8,30,61,1555,3944,65,184,40,96,19,44,10,17
R,11,2024,99,54205,13974,40231,11336,32910,876,3316,142,312,1358,3068,25,64,237,561,11534,33372,936,3481,272,620,1442,3228,59,142,12905,37293,10354,30195,844,3210,122,263,1351,3050,22,60,212,515,10531,30621,894,3357,237,552,1426,3194,51,127,1069,2938,982,2715,32,106,20,49,7,18,3,4,25,46,1003,2751,42,124,35,68,16,34,8,15
R,11,2024,100,96316,22464,73852,17258,58568,1440,6213,270,687,2940,7041,48,136,508,1207,17670,59533,1587,6614,548,1373,3114,7368,124,310,20899,69098,15823,54177,1387,6040,245,620,2924,7009,45,126,475,1126,16212,55079,1518,6402,507,1267,3087,7310,111,283,1565,4754,1435,4391,53,173,25,67,16,32,3,10,33,81,1458,4454,69,212,41,106,27,58,13,27
R,12,2024,999,337497567,166976408,170521159,125981949,126921734,22261932,24039012,2320304,2275450,10622119,11455977,468555,456917,5321549,5372069,130749582,131710579,24743634,26586650,3782787,3794152,12614763,13431102,919894,909602,133152635,137413099,96658392,98259637,20491821,22227333,1206435,1240877,10257325,11093459,334562,330628,4204100,4261165,100425556,102056898,22434038,24230563,2219273,2314350,11942776,12763126,685577,684349,33823773,33108060,29323557,28662097,1770111,1811679,1113869,1034573,364794,362518,133993,126289,1117449,1110904,30324026,29653681,2309596,2356087,1563514,1479802,671987,667976,234317,225253
R,12,2024,0,3651216,1865593,1785623,1287611,1228638,302676,294538,33991,32602,107222,101332,7351,6927,126742,121586,1404173,1340439,372837,361979,57668,55386,154023,146069,16050,15196,1354585,1292654,874639,829871,263708,256746,12327,11731,99370,93951,4073,3919,100468,96436,967572,919046,320153,311039,27236,26104,137995,130902,10366,9917,511008,492969,412972,398767,38968,37792,21664,20871,7852,7381,3278,3008,26274,25150,436601,421393,52684,50940,30432,29282,16028,15167,5684,5279
R,12,2024,1,3671485,1875700,1795785,1292258,1232983,303824,295936,34354,32991,110652,104776,7446,7017,127166,122082,1409198,1345217,374127,363532,58104,55871,157707,149819,16170,15318,1359996,1298288,875494,830651,264551,257864,12332,11727,102747,97311,4155,3979,100717,96756,968642,920100,321029,312208,27245,26115,141607,134548,10465,10004,515704,497497,416764,402332,39273,38072,22022,21264,7905,7465,3291,3038,26449,25326,440556,425117,53098,51324,30859,29756,16100,15271,5705,5314
R,12,2024,2,3701372,1890636,1810736,1300304,1240756,305581,297865,34799,33442,114328,108517,7526,7125,128098,123031,1418092,1353852,376315,365891,58712,56499,161818,154003,16311,15487,1368577,1307093,878449,833511,265882,259430,12360,11757,106316,100920,4223,4044,101347,97431,972161,923570,322612,314056,27327,26213,145545,138545,10581,10111,522059,503643,421855,407245,39699,38435,22439,21685,8012,7597,3303,3081,26751,25600,445931,430282,53703,51835,31385,30286,16273,15458,5730,5376
R,12,2024,3,3700812,1890809,1810003,1297514,1237297,306281,298333,35166,33792,116054,110314,7501,7098,128293,123169,1415471,1350518,377064,366397,59094,56852,163685,155903,16291,15461,1371643,1309062,878750,832871,266628,259975,12414,11883,108085,102698,4256,4083,101510,97552,972598,923037,323363,314611,27381,26340,147489,140441,10622,10157,519166,500941,418764,404426,39653,38358,22752,21909,7969,7616,3245,3015,26783,25617,442873,427481,53701,51786,31713,30512,16196,15462,5669,5304
R,12,2024,4,3704650,1893465,1811185,1297663,1237889,307651,298557,35827,34236,119496,113216,7135,6727,125693,120560,1413255,1348743,377132,365303,59157,56713,166124,157793,15718,14902,1380927,1318298,882019,838009,270200,262443,13052,12571,111619,105593,4366,4044,99671,95638,974176,926415,325981,316080,27700,26682,150283,142578,10618,10008,512538,492887,415644,399880,37451,36114,22775,21665,7877,7623,2769,2683,26022,24922,439079,422328,51151,49223,31457,30031,15841,15215,5100,4894
R,12,2024,5,3813238,1947775,1865463,1348000,1287036,306099,299111,37041,35411,123577,116636,7439,6954,125619,120315,1463449,1397601,375315,365591,60377,57941,170395,161182,16064,15110,1433755,1369047,929981,882687,269681,263919,14051,13642,115522,108953,4612,4297,99908,95549,1022259,970928,325333,317350,28814,27854,154512,146006,10970,10302,514020,496416,418019,404349,36418,35192,22990,21769,8055,7683,2827,2657,25711,24766,441190,426673,49982,48241,31563,30087,15883,15176,5094,4808
R,12,2024,6,3871506,1977793,1893713,1368785,1306476,310026,303145,37555,35823,126608,119381,7550,7079,127269,121809,1485740,1418399,380103,370401,61239,58637,174042,164506,16281,15355,1455830,1390084,943703,895738,273449,267731,14204,13758,118508,111669,4702,4403,101264,96785,1037222,985100,329809,321800,29177,28166,158062,149246,11140,10495,521963,503629,425082,410738,36577,35414,23351,22065,8100,7712,2848,2676,26005,25024,448518,433299,50294,48601,32062,30471,15980,15260,5141,4860
R,12,2024,7,3957405,2024679,1932726,1402678,1335696,315360,306968,37504,35436,132573,124437,7633,7214,128931,122975,1521096,1448706,385764,374745,61652,58606,181006,169950,16612,15631,1493714,1421367,966136,915177,279975,272559,15076,14331,124709,116900,4913,4568,102905,97832,1061070,1005498,336730,327137,30483,29030,165261,154827,11603,10770,530965,511359,436542,420519,35385,34409,22428,21105,7864,7537,2720,2646,26026,25143,460026,443208,49034,47608,31169,29576,15745,15123,5009,4861
R,12,2024,8,4070526,2080952,1989574,1454718,1385700,315583,308847,36929,35734,135486,127407,7664,7318,130572,124568,1574688,1500197,386138,376670,61733,59516,184883,173945,16823,15927,1536039,1465318,1003520,951850,280244,274459,15787,15207,127509,119904,4913,4661,104066,99237,1099564,1043493,336992,329077,31661,30407,168841,158778,11722,11034,544913,524256,451198,433850,35339,34388,21142,20527,7977,7503,2751,2657,26506,25331,475124,456704,49146,47593,30072,29109,16042,15167,5101,4893
R,12,2024,9,4117299,2104103,2013196,1477345,1408250,320274,312452,36204,35088,132638,125262,7494,7335,130148,124809,1596981,1522974,390598,380505,61182,58971,181559,171719,16612,15979,1555356,1483691,1020667,968132,285133,278126,16152,15394,124826,117820,4760,4661,103818,99558,1116528,1060073,341774,333014,32206,30704,165758,156650,11545,11090,548747,529505,456678,440118,35141,34326,20052,19694,7812,7442,2734,2674,26330,25251,480453,462901,48824,47491,28976,28267,15801,15069,5067,4889
R,12,2024,10,4134049,2113448,2020601,1484071,1412677,321904,314162,36335,35398,134455,127354,7325,7159,129358,123851,1602952,1526497,391529,381551,61262,59304,183270,173388,16475,15779,1568822,1495484,1030897,976142,286366,279678,16397,15851,126992,120262,4754,4647,103416,98904,1126368,1067452,342457,334073,32534,31253,167966,158789,11591,11092,544626,525117,453174,436535,35538,34484,19938,19547,7463,7092,2571,2512,25942,24947,476584,459045,49072,47478,28728,28051,15304,14599,4884,4687
R,12,2024,11,4094050,2095023,1999027,1472404,1400663,321313,312034,36652,35153,130367,122942,7070,6807,127217,121428,1589251,1512146,389535,378124,61371,58782,178434,168032,16231,15372,1555013,1480176,1022489,968507,286334,278275,16723,15956,123218,116145,4635,4408,101614,96885,1116254,1057865,341282,331606,32758,31246,163482,153794,11426,10711,540010,518851,449915,432156,34979,33759,19929,19197,7149,6797,2435,2399,25603,24543,472997,454281,48253,46518,28613,27536,14952,14238,4805,4661
R,12,2024,12,4115274,2103684,2011590,1479854,1411351,321367,311911,36562,35331,132695,125409,7121,6919,126085,120669,1595588,1522091,388692,376989,61240,59087,180508,170529,16253,15587,1560807,1487494,1026158,973481,286926,278600,16810,16165,125655,118616,4668,4485,100590,96147,1118886,1062121,341037,330957,32804,31536,165742,156318,11447,10893,542877,524096,453696,437870,34441,33311,19752,19166,7040,6793,2453,2434,25495,24522,476702,459970,47655,46032,28436,27551,14766,14211,4806,4694
